Id,SalePrice
1461,122499.57749208696
1462,160579.1899215535
1463,174439.08947486719
1464,189476.4592537095
1465,192458.11244721987
1466,166871.2672415395
1467,176529.11950188165
1468,156063.94516741906
1469,193242.25389863199
1470,119008.18275089505
1471,195141.36092587496
1472,101989.8474417314
1473,98481.58728673411
1474,148207.7126281715
1475,119568.33477712075
1476,350329.1068540332
1477,244997.8225816715
1478,277174.1077216995
1479,275604.9630145553
1480,497877.4152350971
1481,324437.6935081686
1482,209977.62664896937
1483,179362.8272795183
1484,164373.1578603652
1485,188471.57215984905
1486,197710.6615990565
1487,316045.0699602242
1488,231852.9201301999
1489,191897.99992949323
1490,228104.38325622707
1491,198053.17924213153
1492,94544.92401692242
1493,174279.3130872354
1494,277687.6964886421
1495,288255.01894437964
1496,231128.42467657573
1497,183698.6582809136
1498,169116.40109098505
1499,166583.34341338056
1500,157002.6697499047
1501,173981.42045157377
1502,154370.91743700192
1503,277728.618040458
1504,241918.43452995087
1505,223738.68041600203
1506,190106.41809131883
1507,253547.7230051143
1508,203864.4101000589
1509,158133.74020867533
1510,143764.19517369973
1511,150908.74937539897
1512,173547.6214612103
1513,147265.99221718786
1514,155268.9240004658
1515,201703.17574936923
1516,153812.98334076087
1517,173972.32327490594
1518,138292.39828159887
1519,216880.18323361748
1520,128836.93917674494
1521,133867.0057040801
1522,176777.33311956338
1523,113277.67487883139
1524,122988.01596168954
1525,123865.31541798906
1526,118384.11941856939
1527,106431.46480734121
1528,137942.00005508724
1529,146532.9478110164
1530,177737.37149831207
1531,110870.4580410398
1532,94438.7867751736
1533,140035.8217202065
1534,123331.46304032227
1535,144463.2358195489
1536,108064.28486431693
1537,64668.99594703843
1538,151279.66522764237
1539,202297.40234705538
1540,93510.61744398258
1541,137629.91875534394
1542,137626.63739699408
1543,182800.67422441882
1544,85735.95463534712
1545,114228.59949256796
1546,134849.6395441691
1547,126848.44615710479
1548,128655.27071115117
1549,119115.10115635734
1550,132572.38864968118
1551,106728.49840928157
1552,136981.69658495943
1553,148867.75422806325
1554,119469.0653342487
1555,164989.51909905177
1556,93940.97808004811
1557,109418.24802433068
1558,106191.57842470989
1559,63552.246197905995
1560,133751.97922681062
1561,122281.97157675182
1562,130678.29232646282
1563,121134.67795586021
1564,165138.69701498948
1565,148305.77719790232
1566,231531.82663752814
1567,80870.8058327782
1568,237637.53928108598
1569,122773.37315340106
1570,142901.10700566717
1571,127830.9708602241
1572,145098.7541024578
1573,237088.36865594567
1574,123179.92092316799
1575,224961.03813931785
1576,242120.73038059325
1577,177149.90444707221
1578,151111.98082937597
1579,142416.9593288808
1580,186500.07926570065
1581,152895.9312269081
1582,122386.58335260514
1583,310287.90772341704
1584,217463.17185591543
