Id,SalePrice
1461,123143.93874781615
1462,163499.50238724868
1463,175855.53980921782
1464,188269.283613325
1465,190135.03924671604
1466,167348.15015443083
1467,174112.19195186807
1468,155900.9924459226
1469,197164.3489350399
1470,115291.32503230417
1471,188766.73336027688
1472,103821.90670190928
1473,100439.19125942895
1474,146311.615173897
1475,118233.99525813032
1476,347066.68008849473
1477,243952.29460718107
1478,272394.69313949894
1479,272028.290863807
1480,509478.7995409942
1481,322774.7344838314
1482,211861.76650942638
1483,177629.96153250398
1484,163025.47711547877
1485,186175.81026309563
1486,196701.90708334223
1487,314877.60990679107
1488,232952.7417775097
1489,193112.52409928793
1490,225623.12338417096
1491,197562.8272235293
1492,93630.2109448676
1493,177923.36516598976
1494,274379.12092603097
1495,282974.7152995146
1496,230415.76223831836
1497,182321.07051404126
1498,164991.84126518285
1499,162386.1977080501
1500,154786.63254730267
1501,173175.79106132162
1502,153333.51747580757
1503,276101.91036785574
1504,245646.0678420419
1505,226133.4456841878
1506,193154.2704987914
1507,255914.76853960805
1508,207170.76641041334
1509,155399.4458926976
1510,140806.2571411009
1511,150430.00323282974
1512,170893.3626243378
1513,139965.659528115
1514,162689.9555074846
1515,201509.19034039712
1516,157493.31723749216
1517,179010.69058157122
1518,137909.29174567762
1519,219039.8497646552
1520,128622.8020526149
1521,135056.85981452855
1522,174315.71109636436
1523,111718.32557842867
1524,123407.80094213036
1525,125955.76218195193
1526,120670.00116056354
1527,106320.0428680036
1528,143225.70028184468
1529,142273.71423983903
1530,179468.65128919127
1531,113426.63727666745
1532,99103.7589996614
1533,140096.0096412621
1534,124262.32666673233
1535,148365.87248729335
1536,114735.35244240705
1537,64876.63950699772
1538,158880.70272108255
1539,196472.73406647425
1540,95236.87351438256
1541,136086.29798446025
1542,138507.34224734112
1543,185926.9467855128
1544,85992.06959979575
1545,120172.76818575911
1546,133426.2419256764
1547,128999.1956636315
1548,132075.95834726418
1549,119258.68943694598
1550,133232.44779967438
1551,112407.1442187348
1552,136479.8655900697
1553,148866.61520132376
1554,118549.10296615495
1555,168237.41227013612
1556,97002.3943683829
1557,109351.75399282874
1558,103408.00981898462
1559,89136.2418931194
1560,137008.81336360335
1561,123747.98322988459
1562,131833.90531350466
1563,119666.73861336133
1564,161993.28778678647
1565,143286.03230278782
1566,239259.59646346106
1567,77586.50110089757
1568,236331.58977131927
1569,125490.02563595986
1570,144783.7149950099
1571,119505.80317990006
1572,145627.91036065857
1573,228688.93362988703
1574,121382.11895236351
1575,220406.61534268956
1576,240460.104870361
1577,179964.41240594597
1578,150278.6607610789
1579,142472.99183501684
1580,186439.73708168935
1581,154640.56847591425
1582,120527.23727607707
1583,312287.987635195
1584,217299.30639122156
1585,144436.64182115943
1586,66994.17072471118
1587,103356.04901779971
1588,150034.06984865136
1589,93866.12111473239
1590,138509.2908948905
1591,95578.62712077209
1592,112718.25384479118
1593,120898.14919405765
1594,124361.26778184742
1595,114874.62602167632
1596,232767.99304940138
1597,191261.36379248748
1598,210849.49748804228
1599,172011.00582708602
1600,167428.50186059228
1601,64941.85653853563
1602,118067.40708179525
1603,86340.46971938966
1604,257472.34351901483
1605,241352.1714939639
1606,171047.9496193337
1607,191145.05676015225
1608,207850.23014660648
1609,183316.5888467845
1610,144314.16374139927
1611,140934.02275944475
1612,172668.24944600736
1613,160871.9862313126
1614,118322.84255850127
1615,90106.99510768527
1616,79796.59294655346
1617,92392.16584324787
1618,123503.5282393468
1619,137188.04334850013
1620,174812.32992240178
1621,140979.12814882112
1622,141612.33212889865
1623,267590.513372901
1624,218151.80130525425
1625,125974.09313525444
1626,168840.74314063473
1627,181717.66082714676
1628,280953.6836614296
1629,170194.2166345875
1630,375466.447549815
1631,208610.5359132922
1632,236225.7083108857
1633,165256.501365335
1634,178987.9417293314
1635,173108.3962048984
1636,151450.79468721605
1637,194834.8441521549
1638,190198.92459667567
1639,185836.08966093214
1640,254706.15210683207
1641,180799.7810262172
1642,234678.0237242703
1643,221463.24428879723
1644,235011.5781781205
1645,201952.13872795494
1646,157616.63646481844
1647,163780.8140936119
1648,125569.87211218108
1649,138560.26712097376
