Id,SalePrice
1461,123268.82981538856
1462,160587.888695272
1463,174836.74855621558
1464,183277.2257441178
1465,190920.3487942215
1466,167168.61311376598
1467,173989.93524458687
1468,155936.58226605714
1469,195562.2530602996
1470,115744.38982696425
1471,186907.11241073677
1472,103613.12040343849
1473,100384.44116243208
1474,143989.195762224
1475,120256.01379098107
1476,347139.70138879644
1477,242750.736444666
1478,270033.11574204196
1479,268020.72545673145
1480,495508.8372351919
1481,316134.7929983837
1482,208362.01415072897
1483,176560.28842826365
1484,162057.95933169586
1485,193045.62957185175
1486,196118.6757272856
1487,318566.029522312
1488,232246.87615299653
1489,193014.82117022827
1490,230101.1449933196
1491,199115.97176270772
1492,93014.99252374655
1493,178456.68095557098
1494,279611.834163593
1495,283708.0166756591
1496,232529.61807330488
1497,183680.57519383015
1498,166585.87352182134
1499,164016.5248521716
1500,156161.4367739578
1501,173983.6551954667
1502,154599.82269841374
1503,272704.59505294054
1504,243212.87470753523
1505,223057.72684855608
1506,185497.96104221643
1507,252438.15993191622
1508,206722.21104359545
1509,156644.870859245
1510,139668.59555511395
1511,152603.13568501073
1512,168794.9269849281
1513,147387.29940393718
1514,157969.99744798394
1515,206724.0375092279
1516,157679.49364184344
1517,176311.39219191932
1518,133591.6674642439
1519,220076.27440645022
1520,128229.38664444044
1521,134434.1767153707
1522,177272.35701907353
1523,111014.08065904528
1524,124382.59430198051
1525,125380.88572607761
1526,119663.05708010132
1527,110080.5560267287
1528,140649.33482643438
1529,141335.6790300734
1530,174138.7057466497
1531,111402.24432260128
1532,97649.3833694227
1533,139848.03475901863
1534,125186.14170019014
1535,145081.85660639746
1536,113302.25765838136
1537,64487.47786484756
1538,155400.83673172447
1539,205688.8407289583
1540,95381.17870099307
1541,132002.57576455871
1542,136945.5158536907
1543,182521.097761066
1544,84721.32175553557
1545,119694.14867559283
1546,135940.8226069929
1547,126864.5964934641
1548,129766.80072705758
1549,119063.61686361332
1550,130854.65555838363
1551,108933.45847611527
1552,133787.22396909984
1553,146736.81302914038
1554,117783.23351768962
1555,172397.86440473734
1556,99064.43828778544
1557,107132.26745833165
1558,101684.78836222958
1559,88737.34360570394
1560,135462.73434022386
1561,118024.35558017367
1562,131313.8961435387
1563,119264.3964304177
1564,163316.41808515033
1565,143074.57407910447
1566,241608.14066018382
1567,76393.57167254995
1568,237402.59330956405
1569,124195.53271662719
1570,148211.7565456633
1571,123289.51979016194
1572,143840.0502111565
1573,228217.2383914622
1574,118977.7843029501
1575,224416.9345028218
1576,239373.84534016435
1577,178167.08535821558
1578,147467.97721111937
1579,145597.563013596
1580,185866.2912440664
1581,154993.97689218158
1582,119725.18274644889
1583,309408.5580840245
1584,215484.75330066023
1585,146068.99361802413
1586,65586.60271172256
1587,107645.84733517622
1588,151323.98939142821
1589,94109.1813418666
1590,137090.12232684746
