Id,SalePrice
1461,129433.88980236839
1462,160121.5511234722
1463,180304.42939431503
1464,187692.08210625668
1465,193724.19575825724
1466,171842.69571437413
1467,169075.96412263377
1468,163443.14591002528
1469,190484.19458358744
1470,122224.15588546466
1471,191146.2813703967
1472,99620.41183244373
1473,99396.08934879692
1474,148630.1108102136
1475,123281.94949147318
1476,349362.1355318272
1477,244930.00917670905
1478,286817.8807137365
1479,268186.8128459194
1480,512493.2682930548
1481,322434.40887948667
1482,211314.19678905205
1483,179410.63988996614
1484,164483.86348242575
1485,184628.01023876463
1486,196504.88245198855
1487,326093.97098241845
1488,233320.62969916812
1489,199962.39034621435
1490,224611.61245214107
1491,193187.92186662398
1492,95150.8692058976
1493,182830.01988523622
1494,281595.8397056177
1495,282324.9746943092
1496,230561.3428782932
1497,183948.9689800507
1498,169135.16864222038
1499,160473.93081376818
1500,155853.8336668508
1501,177483.24385705224
1502,150819.92086721832
1503,283257.7481208601
1504,242482.15301851896
1505,226613.15467888155
1506,185103.42587001866
1507,245085.2046597545
1508,202032.31501425506
1509,158595.3621747036
1510,143870.35747342304
1511,152330.1661449195
1512,168649.4282755255
1513,141199.49169154678
1514,160591.20992520763
1515,186926.3227488141
1516,154192.71348957065
1517,167319.06768805147
1518,134003.77356249958
1519,216632.09968639613
1520,133418.9061689928
1521,137610.4993760973
1522,170565.29447872224
1523,114327.0728412203
1524,123523.3529502347
1525,125862.23736806009
1526,120896.90898127618
1527,110341.06245947734
1528,135982.6776478195
1529,146240.8670922771
1530,178129.8515081611
1531,121109.41613288037
1532,96743.38831862876
1533,147444.81567853934
1534,118689.39439244584
1535,151019.80248386442
1536,114984.10915475021
1537,70819.93811594947
1538,152556.27677268276
1539,193276.14391644383
1540,97228.75425965339
1541,138199.87629568268
1542,137416.51630456443
1543,195470.0283243424
1544,79981.71760452981
1545,116154.24759362084
1546,129830.61704707818
1547,131996.38198381316
1548,130011.33734072486
1549,122025.5024405343
1550,135295.52457384282
1551,113718.64749141375
1552,137640.02804855612
1553,142564.54765685956
